stunned	-1.32	1.31
flies	-1.32	0.71
killing	-1.31	0.52
feeling	-1.31	1.00
situation	-1.31	0.74
racial	-1.30	1.17
countless	-1.30	0.79
explosion	-1.30	0.84
arrest	-1.30	0.38
alcohol	-1.29	0.44
wished	-1.29	1.97
repeatedly	-1.28	0.57
bandar	-1.28	0.44
nation	-1.27	0.60
drinking	-1.27	0.60
affected	-1.27	0.49
trap	-1.27	0.53
trouble	-1.26	1.76
suspected	-1.26	0.98
consequences	-1.26	0.45
changed	-1.26	1.95
bug	-1.26	1.03
bull	-1.25	0.65
residents	-1.25	1.42
conditions	-1.25	0.79
cigarette	-1.25	1.00
involved	-1.25	0.51
liked	-1.25	1.91
destroyed	-1.24	0.57
robot	-1.24	0.58
counted	-1.24	1.05
fought	-1.24	0.46
symptoms	-1.23	0.36
disorder	-1.23	0.35
african	-1.23	1.36
surprised	-1.22	1.74
big	-1.22	1.77
infection	-1.22	0.31
bitch	-1.21	1.10
causes	-1.21	0.34
jail	-1.21	0.33
burning	-1.21	1.35
collapse	-1.21	0.37
imagined	-1.21	1.87
terrorists	-1.20	0.77
cause	-1.20	0.39
essentially	-1.19	0.40
crazy	-1.19	1.07
cry	-1.19	0.82
reaction	-1.19	0.76
threats	-1.19	0.41
failure	-1.18	0.29
isolated	-1.18	0.82
got	-1.18	1.99
relieved	-1.18	1.79
witness	-1.17	0.46
teddy	-1.17	0.60
crying	-1.17	1.09
violent	-1.17	0.74
scene	-1.16	0.58
result	-1.16	0.59
slavery	-1.16	0.96
reminded	-1.15	2.01
cats	-1.14	1.00
immigrants	-1.14	1.25
species	-1.14	0.91
prison	-1.14	0.36
habit	-1.13	0.69
enemy	-1.13	0.71
disease	-1.13	0.30
cities	-1.13	1.09
warned	-1.13	1.27
vulnerable	-1.12	1.06
scenes	-1.12	0.51
recovery	-1.12	0.53
seemingly	-1.11	0.46
ali	-1.11	0.85
abruptly	-1.11	0.78
sort	-1.11	1.75
mouse	-1.10	0.46
boy	-1.10	1.80
feed	-1.10	0.56
trick	-1.10	0.73
regions	-1.10	0.84
sometimes	-1.10	0.71
destroy	-1.09	0.69
knew	-1.09	1.79
air	-1.09	1.82
damp	-1.08	1.79
danger	-1.08	0.39
phenomenon	-1.08	0.72
hunger	-1.08	0.97
serious	-1.07	0.60
feel	-1.07	0.74
abuse	-1.07	0.33
worlds	-1.07	0.75
error	-1.07	0.33
definition	-1.07	0.69
towns	-1.07	1.03
rich	-1.06	1.87
charges	-1.06	0.32
illegal	-1.06	0.27
clean	-1.06	0.74
attitude	-1.06	1.99
collapsed	-1.05	0.74
transformed	-1.05	0.74
saddam	-1.05	0.85
challenge	-1.05	0.54
actions	-1.05	0.43
wise	-1.05	1.65
distant	-1.05	1.04
frequent	-1.04	0.53
nest	-1.04	0.70
ill	-1.04	1.72
combination	-1.04	1.01
peterson	-1.04	0.59
talked	-1.03	1.96
aware	-1.03	0.97
charged	-1.03	0.32
weapons	-1.03	0.68
problems	-1.03	0.43
horror	-1.03	0.80
deal	-1.03	1.99
wings	-1.03	0.83
depression	-1.03	0.42
alabama	-1.02	1.09
breath	-1.02	0.91
afghanistan	-1.02	0.92
taliban	-1.02	0.93
observed	-1.02	0.84
cage	-1.02	0.75
experienced	-1.02	0.81
saudi	-1.02	1.01
sounded	-1.01	0.76
captured	-1.01	0.54
diseases	-1.01	0.26
loves	-1.01	1.95
demands	-1.01	0.52
convinced	-1.01	1.07
gang	-1.01	0.32
initially	-1.01	0.53
ethnic	-1.00	1.09
possibility	-1.00	0.37
criminal	-1.00	0.37
coffin	-0.99	0.58
potentially	-0.99	0.50
aimed	-0.98	0.53
fires	-0.98	0.45
bastard	-0.98	0.70
champagne	-0.98	0.68
challenges	-0.98	0.49
healing	-0.98	0.73
areas	-0.97	0.94
dying	-0.97	0.75
breathe	-0.97	0.55
feeding	-0.97	0.41
resulting	-0.97	0.34
deer	-0.97	0.72
bite	-0.97	0.35
afford	-0.97	0.64
silly	-0.97	0.94
killer	-0.97	0.51
threat	-0.96	0.26
warming	-0.96	0.55
bodies	-0.96	0.71
ass	-0.96	1.24
bacteria	-0.95	0.35
taste	-0.95	1.68
slave	-0.95	1.06
fish	-0.95	0.79
solve	-0.95	0.48
escaped	-0.95	0.61
woke	-0.95	0.72
suburban	-0.94	1.34
extreme	-0.94	0.53
weapon	-0.94	0.54
hunt	-0.94	0.73
americans	-0.94	1.21
mississippi	-0.94	1.03
represent	-0.94	0.40
wrong	-0.94	1.79
pipe	-0.94	0.70
criticism	-0.93	0.42
intense	-0.93	0.79
whites	-0.93	1.14
individuals	-0.93	0.81
panic	-0.93	0.82
loud	-0.93	0.73
eaten	-0.92	0.51
alarm	-0.92	0.62
southern	-0.92	0.98
survive	-0.92	0.55
ignoring	-0.91	0.37
forgotten	-0.91	0.81
smoking	-0.91	0.55
pakistan	-0.91	0.92
lots	-0.91	0.94
attacked	-0.91	0.37
northern	-0.91	0.88
washed	-0.91	0.72
homes	-0.90	1.17
concerns	-0.90	0.52
stern	-0.90	0.64
noise	-0.89	0.75
area	-0.89	1.02
faint	-0.89	1.21
rescue	-0.89	0.24
sheep	-0.88	0.67
problem	-0.88	0.69
wild	-0.88	0.97
throat	-0.88	0.58
biological	-0.88	0.66
stress	-0.88	0.38
due	-0.88	0.49
awkward	-0.88	1.24
cleaning	-0.87	0.55
immigration	-0.87	0.81
prevent	-0.87	0.27
target	-0.87	0.59
represented	-0.87	0.61
aids	-0.87	0.41
wondering	-0.87	0.84
battle	-0.87	0.31
sudden	-0.87	0.80
somewhat	-0.86	0.96
sound	-0.86	0.76
lot	-0.86	1.91
immediate	-0.86	0.62
care	-0.86	0.70
population	-0.86	0.83
guy	-0.86	1.82
human	-0.85	0.96
treat	-0.85	0.27
wars	-0.85	0.35
nerve	-0.85	0.33
country	-0.85	0.70
flying	-0.85	0.40
avoid	-0.85	0.41
cow	-0.85	0.52
units	-0.85	0.68
these	-0.85	0.75
knight	-0.85	0.84
slept	-0.84	0.70
jay	-0.84	0.78
dusty	-0.84	0.88
indians	-0.84	1.05
fraud	-0.83	0.32
screaming	-0.83	0.61
prisoners	-0.82	0.40
hero	-0.82	0.57
drugs	-0.82	0.35
hear	-0.82	0.70
existence	-0.82	0.57
curious	-0.82	1.37
issue	-0.81	0.54
confusion	-0.81	0.83
wake	-0.81	0.52
blind	-0.81	0.51
trial	-0.81	0.32
aspects	-0.81	0.53
dream	-0.80	0.53
survival	-0.80	0.56
event	-0.80	1.11
powerful	-0.80	0.58
linked	-0.80	0.38
absence	-0.80	0.51
encounter	-0.80	0.98
bone	-0.80	0.52
facing	-0.80	0.62
heard	-0.80	0.69
islamic	-0.80	0.90
reference	-0.80	0.62
dreams	-0.80	0.56
riding	-0.80	0.64
strike	-0.80	0.33
kinds	-0.79	0.92
constantly	-0.79	0.74
defeat	-0.79	0.57
endless	-0.79	0.45
shouting	-0.79	0.66
centers	-0.79	0.94
cycle	-0.79	0.57
remote	-0.78	0.74
climate	-0.78	0.45
hunting	-0.78	0.52
alike	-0.78	0.64
direct	-0.78	0.53
screamed	-0.78	0.61
wet	-0.78	1.51
laden	-0.78	1.01
shit	-0.77	1.27
limited	-0.77	2.09
viewed	-0.77	0.56
laugh	-0.77	0.69
dull	-0.76	0.53
shift	-0.76	0.82
variety	-0.76	0.68
hunter	-0.76	0.65
rival	-0.76	0.82
becoming	-0.76	0.73
thing	-0.76	1.88
struck	-0.76	0.60
racing	-0.76	0.74
angle	-0.76	0.83
fly	-0.76	0.40
hollow	-0.75	0.68
figures	-0.75	0.86
fresh	-0.75	1.08
asleep	-0.75	0.66
persons	-0.75	0.51
diabetes	-0.75	0.25
jet	-0.74	0.39
characters	-0.74	0.60
stare	-0.74	0.85
helicopter	-0.74	0.38
internal	-0.74	0.27
empire	-0.74	0.69
felt	-0.74	0.50
blood	-0.73	0.43
fur	-0.73	0.69
cattle	-0.73	0.60
surrounding	-0.73	0.82
targets	-0.73	0.38
admit	-0.73	0.76
plane	-0.73	0.39
concentration	-0.73	0.60
badly	-0.73	0.79
physically	-0.73	0.71
toilet	-0.73	0.59
reasons	-0.73	0.38
knocked	-0.73	0.49
remarkable	-0.72	2.02
fighting	-0.72	0.25
argued	-0.72	0.67
races	-0.72	0.69
mental	-0.72	0.28
lit	-0.72	0.70
police	-0.72	0.23
bit	-0.72	0.82
familiar	-0.72	2.25
allies	-0.72	0.82
acting	-0.72	0.62
risk	-0.71	0.22
facilities	-0.71	0.76
led	-0.71	0.59
cases	-0.71	0.27
flew	-0.71	0.33
bottle	-0.71	0.46
impressed	-0.71	1.10
fire	-0.71	0.65
kill	-0.71	0.58
fight	-0.71	0.26
coastal	-0.71	0.49
instantly	-0.71	0.45
transportation	-0.70	0.81
hears	-0.70	0.60
convince	-0.70	0.65
kitchen	-0.69	0.83
offices	-0.69	0.89
war	-0.69	0.31
responsible	-0.69	0.56
losses	-0.68	0.39
troops	-0.68	0.36
fired	-0.68	0.23
drug	-0.68	0.20
civilization	-0.68	0.62
handful	-0.68	0.61
quit	-0.68	0.71
crew	-0.68	0.60
basement	-0.68	0.87
upstairs	-0.67	0.84
highly	-0.67	0.49
swallowed	-0.67	0.50
capture	-0.67	0.48
change	-0.67	0.71
changes	-0.67	0.68
feels	-0.67	0.48
joining	-0.67	0.48
forces	-0.67	0.41
closely	-0.67	0.66
associated	-0.67	0.31
resist	-0.67	0.47
baghdad	-0.67	0.48
cave	-0.67	0.71
shock	-0.67	0.88
lone	-0.67	0.45
rome	-0.66	1.16
blast	-0.66	0.54
referred	-0.66	1.09
schools	-0.66	0.88
excited	-0.66	2.02
stated	-0.66	0.72
authorities	-0.66	0.30
fuck	-0.66	1.28
interested	-0.66	0.87
farms	-0.65	0.75
hell	-0.65	1.26
case	-0.65	0.25
wash	-0.65	0.66
jump	-0.65	0.53
effects	-0.65	0.33
coffee	-0.65	0.49
garbage	-0.65	0.85
wine	-0.65	0.52
meat	-0.65	0.51
alone	-0.65	0.61
involving	-0.65	0.29
critics	-0.65	0.53
equivalent	-0.65	0.70
continuing	-0.65	0.41
latter	-0.65	0.36
ears	-0.64	0.38
extremely	-0.64	0.61
fed	-0.64	0.39
declined	-0.64	0.57
statistics	-0.64	0.59
literally	-0.64	0.34
iran	-0.64	0.59
blow	-0.64	0.41
basically	-0.64	0.75
plot	-0.64	0.62
traveling	-0.64	0.40
historical	-0.64	0.68
describes	-0.64	0.87
jury	-0.64	0.30
steal	-0.64	0.47
room	-0.64	0.94
flames	-0.64	0.75
demanded	-0.63	0.87
filled	-0.63	0.91
spreading	-0.63	0.34
missile	-0.63	0.40
condition	-0.63	0.40
bet	-0.63	2.03
risks	-0.63	0.29
such	-0.63	0.64
opposed	-0.63	0.50
muslim	-0.63	0.93
heavily	-0.63	0.44
boom	-0.63	0.49
torn	-0.63	0.42
against	-0.62	0.53
becomes	-0.62	0.58
investigation	-0.62	0.27
overhead	-0.62	0.49
sentence	-0.62	0.28
louder	-0.62	0.53
landing	-0.62	0.26
genes	-0.62	0.39
sleep	-0.62	0.60
ate	-0.62	0.52
thousands	-0.62	0.29
straw	-0.62	0.48
region	-0.62	0.56
terror	-0.62	0.94
cancer	-0.62	0.22
opposition	-0.62	0.56
count	-0.61	0.81
poured	-0.61	0.46
sleeping	-0.61	0.63
rapid	-0.61	0.52
spite	-0.61	0.39
nor	-0.61	1.01
evolution	-0.61	0.65
mentioned	-0.61	1.30
bedroom	-0.61	0.86
race	-0.61	0.69
iraqi	-0.61	0.48
stole	-0.61	0.77
bullet	-0.61	0.25
particularly	-0.61	0.60
shower	-0.60	0.67
difficult	-0.60	0.73
reality	-0.60	0.57
burn	-0.60	0.51
moreover	-0.60	0.45
without	-0.60	0.53
episode	-0.60	0.57
bottles	-0.60	0.37
psychological	-0.60	0.34
affect	-0.60	0.63
cure	-0.60	0.18
terms	-0.60	0.43
firing	-0.60	0.24
trigger	-0.60	0.26
burst	-0.59	0.45
limits	-0.59	0.75
pressure	-0.59	0.34
raw	-0.59	0.43
during	-0.59	0.85
challenging	-0.59	0.85
planes	-0.59	0.31
iraq	-0.58	0.55
space	-0.58	0.58
ordinary	-0.58	0.67
economic	-0.58	0.53
shut	-0.58	0.71
aircraft	-0.58	0.31
grew	-0.58	0.68
exposure	-0.58	0.25
signs	-0.58	0.36
genetic	-0.58	0.32
tea	-0.58	0.48
shoot	-0.58	0.91
hearing	-0.58	0.59
labor	-0.58	0.68
laughter	-0.58	0.65
buildings	-0.58	0.87
awake	-0.58	0.83
purpose	-0.58	0.47
emergency	-0.57	0.23
gotten	-0.57	0.87
less	-0.57	0.74
type	-0.57	0.45
pouring	-0.57	0.57
chemicals	-0.57	0.43
shot	-0.57	0.22
treated	-0.57	0.73
rid	-0.57	0.46
acknowledged	-0.57	0.77
funny	-0.57	1.69
sink	-0.57	0.44
groups	-0.56	0.76
ignore	-0.56	0.55
mention	-0.56	0.83
development	-0.56	0.55
catching	-0.56	0.45
washing	-0.56	0.50
hunters	-0.56	0.78
protect	-0.56	0.27
hit	-0.56	0.46
concluded	-0.56	0.59
comment	-0.55	0.53
mercy	-0.55	2.18
anxiety	-0.55	0.63
blew	-0.55	0.66
needs	-0.55	0.71
flame	-0.55	0.69
flight	-0.54	0.31
apparent	-0.54	0.37
patients	-0.54	0.20
actual	-0.54	0.65
decisions	-0.54	0.27
prospect	-0.54	0.42
busy	-0.54	0.66
little	-0.54	0.73
ribs	-0.54	0.48
repair	-0.54	0.17
politicians	-0.54	0.57
community	-0.54	0.92
gene	-0.54	0.34
spots	-0.54	0.48
citizens	-0.54	0.62
activities	-0.53	0.58
majority	-0.53	0.68
soldiers	-0.53	0.29
missed	-0.53	0.73
tension	-0.53	0.73
lighting	-0.53	0.45
steam	-0.53	0.97
nuclear	-0.53	0.36
difficulty	-0.53	0.59
sharply	-0.53	0.61
processes	-0.53	0.55
slaves	-0.53	1.14
shooting	-0.53	0.20
wing	-0.53	0.42
pills	-0.52	0.18
favor	-0.52	0.50
negative	-0.52	0.53
projects	-0.52	0.60
added	-0.52	0.75
ignored	-0.52	0.52
issues	-0.52	0.29
construction	-0.52	0.70
eat	-0.52	0.45
ian	-0.52	0.62
sounds	-0.52	0.76
expecting	-0.52	0.69
suggested	-0.52	1.14
shield	-0.52	0.21
cries	-0.51	0.52
storm	-0.51	0.68
constant	-0.51	0.35
thinks	-0.51	1.06
wildlife	-0.51	0.44
examples	-0.51	0.56
burden	-0.51	0.45
spread	-0.51	0.28
leader	-0.50	0.76
guns	-0.50	0.24
border	-0.50	0.36
cloud	-0.50	0.77
broken	-0.50	0.33
partly	-0.50	0.44
tales	-0.50	1.11
fierce	-0.50	0.60
glass	-0.50	0.44
decline	-0.50	0.32
denied	-0.50	0.44
towel	-0.50	0.73
brain	-0.50	0.23
recognized	-0.50	0.83
dozens	-0.50	0.40
arab	-0.50	0.65
somebody	-0.50	1.10
fog	-0.50	0.74
identity	-0.50	0.42
became	-0.49	0.54
shadow	-0.49	0.56
lightning	-0.49	0.49
too	-0.49	0.78
brad	-0.49	0.87
charge	-0.49	0.26
typically	-0.49	0.30
landed	-0.49	0.22
realized	-0.49	0.94
himself	-0.49	0.47
powell	-0.49	0.66
thoroughly	-0.49	0.37
mood	-0.49	0.68
effectively	-0.49	0.39
teeth	-0.49	0.51
currently	-0.49	0.43
makes	-0.49	0.52
cruz	-0.48	1.00
quickly	-0.48	0.51
al	-0.48	0.91
yankees	-0.48	0.84
joke	-0.48	0.87
total	-0.48	0.64
treatment	-0.48	0.14
dust	-0.48	1.22
facts	-0.48	0.36
types	-0.48	0.29
tissue	-0.48	0.27
horses	-0.48	0.79
brains	-0.48	0.85
bathroom	-0.48	0.48
breakfast	-0.47	0.48
mist	-0.47	0.96
jokes	-0.47	0.74
rooms	-0.47	0.93
bar	-0.47	0.38
footsteps	-0.47	0.51
ongoing	-0.47	0.22
believes	-0.47	1.01
combat	-0.47	0.21
many	-0.47	0.37
seemed	-0.47	0.55
punch	-0.47	0.21
harris	-0.47	0.53
pilot	-0.47	0.28
nonetheless	-0.47	0.47
armed	-0.47	0.24
horse	-0.47	0.74
gulf	-0.47	0.26
shadows	-0.46	0.64
shapes	-0.46	0.40
sharp	-0.46	0.55
grief	-0.46	1.00
voices	-0.46	0.60
alliance	-0.46	0.32
everyday	-0.46	0.58
stomach	-0.46	0.36
link	-0.46	0.58
eliot	-0.45	0.28
mild	-0.45	0.70
hoped	-0.45	1.02
rough	-0.45	0.83
overcome	-0.45	0.43
bucket	-0.45	0.49
juice	-0.45	0.47
claimed	-0.45	0.83
expensive	-0.45	0.70
sliced	-0.45	0.65
farmers	-0.45	0.73
stuff	-0.45	1.93
duncan	-0.45	0.75
barrel	-0.45	0.21
matters	-0.44	0.26
hide	-0.44	0.51
cells	-0.44	0.27
universe	-0.44	0.50
wiped	-0.44	0.63
rifle	-0.44	0.23
surgery	-0.44	0.23
mysterious	-0.44	0.81
vanished	-0.44	0.53
lead	-0.44	0.24
gun	-0.44	0.23
often	-0.44	0.44
several	-0.43	0.44
proved	-0.43	0.53
shelter	-0.43	0.60
pitch	-0.43	0.61
become	-0.43	0.52
cops	-0.43	0.36
again	-0.43	0.37
detective	-0.43	0.48
northwest	-0.43	0.57
unknown	-0.43	0.54
themselves	-0.43	0.50
proposed	-0.43	0.45
altogether	-0.43	0.44
wondered	-0.43	1.19
kid	-0.43	1.01
eating	-0.43	0.47
went	-0.43	0.71
shots	-0.43	0.18
force	-0.43	0.27
kicking	-0.43	0.31
describe	-0.43	0.36
calvin	-0.42	0.82
odd	-0.42	1.77
soldier	-0.42	0.25
gone	-0.42	0.80
lungs	-0.42	0.52
failing	-0.42	0.45
orleans	-0.42	0.32
numerous	-0.42	0.35
dozen	-0.42	0.39
ai	-0.42	1.24
tended	-0.42	0.92
doctors	-0.42	0.19
blowing	-0.42	0.70
chemical	-0.42	0.24
challenged	-0.42	0.35
diverse	-0.41	0.78
hogan	-0.41	0.73
clouds	-0.41	0.80
background	-0.41	0.52
lawyer	-0.41	0.66
consciousness	-0.41	0.34
argue	-0.41	0.59
clinical	-0.41	0.17
existed	-0.41	0.73
workers	-0.41	0.78
patient	-0.41	0.19
domestic	-0.41	0.25
crack	-0.41	0.20
explanation	-0.41	0.52
unusual	-0.41	1.91
regarding	-0.41	0.37
lives	-0.41	0.97
handle	-0.41	0.55
jews	-0.41	1.02
skinny	-0.40	0.81
moment	-0.40	0.37
impression	-0.40	0.48
harder	-0.40	1.09
cop	-0.40	0.65
ripped	-0.40	0.34
karl	-0.40	0.56
revealed	-0.40	0.54
searched	-0.40	0.49
prior	-0.40	0.63
bud	-0.40	0.58
mostly	-0.40	0.58
dramatic	-0.40	0.76
zone	-0.40	0.25
spooner	-0.39	0.81
influence	-0.39	0.38
noticed	-0.39	0.89
shifting	-0.39	0.44
various	-0.39	0.44
soviet	-0.39	0.43
territory	-0.39	0.35
hundreds	-0.39	0.35
guilt	-0.39	0.97
different	-0.39	0.55
virginia	-0.39	0.60
vietnam	-0.39	0.26
made	-0.39	0.67
bat	-0.39	0.43
faces	-0.39	0.33
fears	-0.39	0.66
rounds	-0.38	0.19
staying	-0.38	0.57
marine	-0.38	0.23
concern	-0.38	0.78
carolina	-0.38	0.57
investigators	-0.38	0.30
knocking	-0.38	0.24
gravity	-0.38	0.54
represents	-0.38	0.48
reverse	-0.38	0.51
affairs	-0.38	0.61
besides	-0.38	0.84
distance	-0.38	0.43
pack	-0.38	0.27
those	-0.38	0.43
reduce	-0.38	0.69
squad	-0.38	0.16
jake	-0.38	0.83
employment	-0.38	0.86
pistol	-0.37	0.24
food	-0.37	0.45
therapy	-0.37	0.14
sox	-0.37	0.78
agreed	-0.37	1.03
neither	-0.37	0.93
unexpected	-0.37	2.04
elsewhere	-0.37	0.35
luxury	-0.37	0.73
assumed	-0.37	0.86
immediately	-0.37	0.33
complicated	-0.37	0.86
dare	-0.37	0.83
recalled	-0.37	1.05
dragged	-0.37	0.35
range	-0.37	0.50
learned	-0.37	0.97
ordered	-0.37	0.40
mexican	-0.37	0.61
gas	-0.36	0.60
upon	-0.36	0.68
focused	-0.36	0.61
eastern	-0.36	0.43
therefore	-0.36	0.40
discussed	-0.36	0.60
increased	-0.36	1.12
suite	-0.36	0.88
considered	-0.36	0.45
elite	-0.36	0.68
struggling	-0.36	0.44
warning	-0.36	0.18
buck	-0.35	0.53
never	-0.35	1.00
requires	-0.35	0.49
described	-0.35	0.67
texas	-0.35	0.58
wants	-0.35	0.99
small	-0.35	0.58
mud	-0.35	0.64
citizen	-0.35	0.37
parking	-0.35	0.60
multiple	-0.35	0.35
maryland	-0.35	0.58
patrol	-0.35	0.13
meant	-0.35	0.98
wanted	-0.35	0.98
most	-0.35	0.46
civil	-0.35	0.35
expand	-0.35	0.75
retail	-0.35	0.75
though	-0.35	0.78
till	-0.35	0.71
pollution	-0.35	0.29
prefer	-0.34	0.51
aid	-0.34	0.27
heart	-0.34	0.44
pennsylvania	-0.34	0.60
same	-0.34	0.73
immune	-0.34	0.16
africa	-0.34	0.50
america	-0.34	0.35
sheriff	-0.34	0.20
mainly	-0.34	0.45
tough	-0.34	0.85
die	-0.34	0.44
primarily	-0.34	0.20
emerge	-0.34	0.23
georgia	-0.34	0.54
pattern	-0.34	0.68
factors	-0.33	0.26
hallway	-0.33	0.44
hot	-0.33	1.55
finally	-0.33	0.38
dim	-0.33	0.50
largely	-0.33	0.24
countries	-0.33	0.47
approaching	-0.33	0.28
appear	-0.33	0.41
given	-0.33	0.40
choices	-0.33	0.38
declared	-0.33	0.93
